learner_id;country;in_course;unit;avg_score;completion;inv_rate
1049845;TR;t;REVIEW 1;0.914;0.846;0
1049845;TR;t;4;0.672;0.952;0
1049845;TR;t;5;0.773;0.87;0
1049845;TR;t;6;0.812;0.952;0
1049845;TR;t;REVIEW 2;0.711;0.909;0
1049845;TR;t;7;0.796;0.947;0
1049845;TR;t;8;0.606;0.8;0
1049845;TR;t;REVIEW 3;0.755;0.308;0
1049843;TR;t;12;0.853;0.182;0
1049843;TR;t;REVIEW 4;0.937;1;0
1049801;TR;t;1;0.851;1;0
1049801;TR;t;2;0.929;0.923;0
1049801;TR;t;3;0.895;1;0
1049801;TR;t;REVIEW 1;0.92;1;0
1049801;TR;t;4;0.905;1;0
1049801;TR;t;5;0.84;0.957;0
1049801;TR;t;6;0.882;1;0
1049801;TR;t;REVIEW 2;0.941;1;0
1049794;TR;t;2;0.907;1;0
1049794;TR;t;REVIEW 1;0.83;1;0
1049794;TR;t;5;0.72;0.957;0
1049794;TR;t;6;0.887;1;0
1049794;TR;t;7;0.837;1;0
1049792;TR;t;2;0.937;1;0
1049792;TR;t;REVIEW 1;0.973;1;0
1049792;TR;t;6;0.873;0.286;0
1049792;TR;t;8;0.921;0.8;0
1049792;TR;t;9;0.752;0.857;0
1049791;PL;t;2;0.917;0.154;0
1049790;TR;t;REVIEW 1;0.973;1;0
1049790;TR;t;4;0.957;1;0
1049790;TR;t;5;0.95;0.957;0
1049790;TR;t;6;0.942;1;0
1049790;TR;t;REVIEW 2;0.986;1;0
1049790;TR;t;7;0.962;1;0
1049790;TR;t;8;0.974;0.95;0
1049790;TR;t;REVIEW 3;0;0.154;0
1049770;IT;t;1;0.925;0.3;0
1049761;TR;t;2;0.931;1;0
1049761;TR;t;3;0.922;1;0
1049761;TR;t;REVIEW 1;0.917;1;0
1049761;TR;t;5;0.99;0.957;0
1049735;TR;t;1;0.815;1;0
1049735;TR;t;REVIEW 1;0.791;1;0
1049735;TR;t;4;0.593;1;0
1049735;TR;t;5;0.653;0.957;0
1049733;PL;t;1;0.863;1;0
1049733;PL;t;2;0.867;1;0
1049733;PL;t;3;0.842;1;0
1049733;PL;t;REVIEW 1;0.869;1;0
1049733;PL;t;4;0.85;1;0
1049733;PL;t;6;0.944;0.714;0
1049733;PL;t;REVIEW 2;0.887;0.545;0
1049733;PL;t;7;0.74;0.316;0
1049733;PL;t;8;0.847;0.9;0
1049733;PL;t;9;0.933;0.714;0
1049733;PL;t;10;0.83;0.286;0
1049729;ES;t;5;0.886;0.87;0
1049729;ES;t;REVIEW 2;0.983;0.909;0
1049729;ES;t;VIDEO PODCASTS;0.927;0.175;0
1049727;PL;t;7;0.874;0.211;0
1049727;PL;t;VIDEO PODCASTS;0.896;0.25;0
1049724;ES;t;1;0.865;0.95;0
1049724;ES;t;2;0.784;0.923;0
1049724;ES;t;3;0.859;0.957;0
1049724;ES;t;REVIEW 1;0.733;0.923;0
1049724;ES;t;4;0.74;0.81;0
1049724;ES;t;REVIEW 2;0.48;0.636;0
1049724;ES;t;7;0.856;0.684;0
1049724;ES;t;8;0.935;0.7;0
1049724;ES;t;9;0.893;0.381;0
1049724;ES;t;10;1;0.143;0
1049724;ES;t;11;0.75;0.1;0
1049724;ES;t;12;0.958;0.182;0
1049723;IT;f;1;0.682;0.6;0
1049723;IT;f;2;0.669;0.769;0
1049716;ES;t;1;0.889;0.3;0
1049713;TR;t;2;0.864;0.308;0
1049713;TR;t;3;0.94;0.217;0
1049713;TR;t;4;0.903;0.143;0
1049713;TR;t;5;0.974;0.13;0
1049713;TR;t;8;0.909;0.1;0
1049712;TR;t;2;0.99;1;0
1049712;TR;t;REVIEW 1;1;1;0
1049712;TR;t;4;0.969;1;0
1049712;TR;t;REVIEW 2;0.987;1;0
1049712;TR;t;7;0.992;1;0
1049712;TR;t;8;0.995;0.95;0
1049712;TR;t;9;0.994;1;0
1049712;TR;t;REVIEW 3;0.985;1;0
1049709;TR;t;7;0.786;1;0
1049709;TR;t;8;0.825;0.95;0
1049704;PL;t;9;0.953;0.81;0
1049704;PL;t;11;0.952;0.35;0
1049691;TR;t;1;0.83;1;0
1049691;TR;t;2;0.848;1;0
1049691;TR;t;3;0.763;1;0
1049691;TR;t;REVIEW 1;0.906;1;0
1049690;TR;t;1;0.524;1;0
1049690;TR;t;2;0.627;1;0
1049690;TR;t;REVIEW 1;0.978;1;0
1049690;TR;t;5;0.848;0.957;0
1049690;TR;t;6;0.945;1;0
1049690;TR;t;REVIEW 2;0.986;1;0
1049690;TR;t;7;0.979;1;0
1049690;TR;t;8;0.883;0.95;0
1049690;TR;t;REVIEW 3;0.939;1;0
1049688;TR;t;1;0.997;1;0
1049688;TR;t;2;0.991;1;0
1049688;TR;t;3;0.981;1;0
1049688;TR;t;REVIEW 1;1;1;0
1049688;TR;t;4;1;1;0
1049688;TR;t;6;0.997;1;0
1049688;TR;t;REVIEW 2;1;1;0
1049688;TR;t;7;0.991;1;0
1049688;TR;t;8;1;0.95;0
1049688;TR;t;9;1;1;0
1049688;TR;t;REVIEW 3;1;1;0
1049688;TR;t;VIDEO PODCASTS;1;0.75;0
1049686;TR;t;3;0.885;1;0
1049686;TR;t;REVIEW 1;1;1;0
1049686;TR;t;5;0.932;0.957;0
1049686;TR;t;6;0.926;1;0
1049686;TR;t;REVIEW 2;0.977;1;0
1049686;TR;t;7;0.947;1;0
1049686;TR;t;8;0.874;0.95;0
1049686;TR;t;REVIEW 3;0.903;1;0
1049684;TR;t;1;0.797;1;0
1049684;TR;t;2;0.767;0.923;0
1049672;TR;t;1;0.897;0.75;0
1049672;TR;t;2;0.936;0.462;0
1049672;TR;t;REVIEW 1;0.988;0.692;0
1049663;ES;t;4;0.735;1;0
1049663;ES;t;6;0.845;0.143;0
1049663;ES;t;8;0.796;0.85;0
1049626;TR;t;1;0.841;1;0
1049626;TR;t;2;0.953;1;0
1049626;TR;t;3;0.796;1;0
1049626;TR;t;REVIEW 1;0.962;1;0
1049626;TR;t;4;0.923;1;0
1049626;TR;t;5;0.883;0.957;0
1049626;TR;t;8;0.947;0.95;0
1049626;TR;t;VIDEO PODCASTS;0.714;0.025;0
1049625;TR;t;1;0.943;1;0
1049625;TR;t;2;0.911;1;0
1049625;TR;t;3;0.751;0.957;0
1049625;TR;t;REVIEW 1;0.876;1;0
1049625;TR;t;4;0.84;1;0
1049625;TR;t;5;0.922;0.957;0
1049625;TR;t;6;0.879;1;0
1049625;TR;t;REVIEW 2;0.869;1;0
1049625;TR;t;7;0.94;1;0
1049625;TR;t;8;0.863;0.95;0
1049625;TR;t;REVIEW 3;0.929;1;0
1049624;TR;f;1;0.7;0.25;0
1049616;TR;t;1;0.92;1;0
1049616;TR;t;2;0.961;0.962;0
1049616;TR;t;3;0.92;1;0
1049616;TR;t;REVIEW 1;0.995;1;0
1049616;TR;t;4;0.908;1;0
1049616;TR;t;5;0.969;0.957;0
1049616;TR;t;6;0.914;1;0
1049616;TR;t;REVIEW 2;0.726;1;0
1049616;TR;t;7;0.969;1;0
1049616;TR;t;8;0.987;0.95;0
1049616;TR;t;9;0.996;1;0
1049616;TR;t;REVIEW 3;0.784;1;0
1049616;TR;t;10;0.952;1;0
1049590;TR;t;3;0.974;0.391;0
1049590;TR;t;4;0.893;0.524;0
1049590;TR;t;5;0.874;0.565;0
1049590;TR;t;6;0.936;0.476;0
1049590;TR;t;8;0.933;0.6;0
1049590;TR;t;9;0.942;0.619;0
1049590;TR;t;11;0.879;0.5;0
1049580;TR;f;3;1;0.174;0
1049580;TR;f;4;0.964;0.905;0
1049580;TR;f;6;0.957;0.524;0
1049580;TR;f;7;0.814;0.316;0
1049580;TR;f;8;0.754;0.15;0
1049577;ES;t;4;0.61;1;0
1049577;ES;t;5;0.636;0.957;0
1049577;ES;t;6;0.731;1;0
1049577;ES;t;REVIEW 2;0.663;1;0
1049562;TR;t;3;0.857;1;0
1049562;TR;t;4;0.845;1;0
1049562;TR;t;5;0.893;0.957;0
1049562;TR;t;6;0.87;1;0
1049562;TR;t;7;0.784;1;0
1049562;TR;t;8;0.845;0.9;0
1049562;TR;t;9;0.863;1;0
1049562;TR;t;REVIEW 3;0.862;1;0
1049562;TR;t;VIDEO PODCASTS;0.476;0.038;0
1049546;TR;t;1;0.881;1;0
1049546;TR;t;2;0.925;1;0
1049546;TR;t;3;0.868;1;0
1049546;TR;t;REVIEW 1;0.929;1;0
1049546;TR;t;4;0.859;1;0
1049546;TR;t;5;0.946;0.957;0
1049546;TR;t;6;0.862;1;0
1049546;TR;t;REVIEW 2;0.973;1;0
1049546;TR;t;7;0.883;1;0
1049515;TR;t;9;1;0.19;0
1049454;IT;t;2;0.833;0.077;0
1049441;TR;t;1;0.951;0.95;0
1049441;TR;t;3;0.963;1;0
1049441;TR;t;4;0.898;1;0
1049441;TR;t;5;0.956;0.957;0
1049441;TR;t;REVIEW 2;0.986;1;0
1049441;TR;t;7;0.983;1;0
1049435;PL;t;2;0.86;1;0
1049435;PL;t;3;0.914;0.609;0
1049435;PL;t;4;0.844;1;0
1049435;PL;t;5;0.93;0.304;0
1049410;TR;t;1;0.886;1;0
1049410;TR;t;3;0.905;1;0
1049410;TR;t;REVIEW 1;0.984;1;0
1049410;TR;t;4;0.864;1;0
1049410;TR;t;5;0.86;0.957;0
1049410;TR;t;REVIEW 2;0.937;1;0
1049410;TR;t;7;0.874;1;0
1049410;TR;t;REVIEW 3;0.838;1;0
1049410;TR;t;VIDEO PODCASTS;0.856;0.75;0
1049406;PL;t;2;0.889;0.115;0
1049404;PL;f;1;0.9;0.15;0
1049390;TR;t;2;0.89;0.923;0
1049390;TR;t;REVIEW 1;0.946;1;0
1049390;TR;t;5;0.897;0.565;0
1049390;TR;t;6;0.852;1;0
1049390;TR;t;REVIEW 2;0.676;0.273;0
1049390;TR;t;8;1;0.4;0
1049382;TR;t;1;0.852;1;0
1049382;TR;t;2;0.956;1;0
1049382;TR;t;3;0.972;1;0
1049382;TR;t;REVIEW 1;0.983;1;0
1049382;TR;t;5;0.987;0.957;0
1049382;TR;t;6;0.989;1;0
1049382;TR;t;REVIEW 2;1;1;0
1049382;TR;t;7;1;1;0
1049382;TR;t;8;0.996;0.95;0
1049382;TR;t;9;0.984;1;0
1049382;TR;t;REVIEW 3;1;1;0
1049367;TR;t;1;0.852;1;0
1049367;TR;t;2;0.974;1;0
1049367;TR;t;3;0.918;1;0
1049367;TR;t;REVIEW 1;0.933;1;0
1049367;TR;t;4;0.853;1;0
1049367;TR;t;5;0.965;0.957;0
1049367;TR;t;6;0.925;1;0
1049367;TR;t;REVIEW 2;0.846;1;0
1049367;TR;t;7;0.657;1;0
1049367;TR;t;8;0;0.95;0
1049367;TR;t;9;0;1;0
1049367;TR;t;REVIEW 3;0;1;0
1049367;TR;t;VIDEO PODCASTS;0.709;0.088;0
1049364;RU;t;1;0.731;1;0
1049364;RU;t;REVIEW 1;0.888;1;0
1049364;RU;t;REVIEW 2;0.973;1;0
1049364;RU;t;7;0.796;1;0
1049364;RU;t;8;0.913;0.95;0
1049364;RU;t;9;0.917;1;0
1049358;ES;t;1;0.642;1;0
1049358;ES;t;4;0.839;1;0
1049358;ES;t;5;0.817;0.87;0
1049358;ES;t;VIDEO PODCASTS;0.762;0.175;0
1049344;TR;t;1;0.685;1;0
1049344;TR;t;2;0.577;1;0
1049344;TR;t;3;0.677;1;0
1049344;TR;t;REVIEW 1;0.838;1;0
1049344;TR;t;4;0.629;1;0
1049344;TR;t;5;0.736;0.957;0
1049344;TR;t;6;0.771;1;0
1049344;TR;t;REVIEW 2;0.724;1;0
1049344;TR;t;7;0.834;1;0
1049344;TR;t;8;0.951;0.95;0
1049344;TR;t;9;0.953;1;0
1049344;TR;t;REVIEW 3;0.888;1;0
1049344;TR;t;VIDEO PODCASTS;0.815;0.75;0
1049325;TR;t;1;0.858;1;0
1049325;TR;t;2;0.998;1;0
1049325;TR;t;REVIEW 1;1;1;0
1049325;TR;t;5;0.926;0.957;0
1049325;TR;t;6;0.864;1;0
1049325;TR;t;REVIEW 2;0.942;1;0
1049325;TR;t;7;0.927;1;0
1049325;TR;t;8;0.965;0.95;0
1049325;TR;t;9;0.937;0.952;0
1049325;TR;t;REVIEW 3;0.921;1;0
1049325;TR;t;VIDEO PODCASTS;0.87;0.725;0
1049314;TR;t;1;0.898;1;0
1049314;TR;t;2;0.782;1;0
1049314;TR;t;3;0.769;1;0
1049314;TR;t;REVIEW 1;0.862;1;0
1049314;TR;t;4;0.868;1;0
1049314;TR;t;5;0.943;0.957;0
1049314;TR;t;6;0.911;1;0
1049314;TR;t;7;0.907;1;0
1049314;TR;t;8;0.967;0.15;0
1049311;TR;t;1;0.814;1;0
1049311;TR;t;2;0.894;1;0
1049311;TR;t;3;0.836;0.957;0
1049311;TR;t;4;0.895;1;0
1049311;TR;t;5;0.931;0.957;0
1049311;TR;t;6;0.994;1;0
1049311;TR;t;REVIEW 2;0.973;1;0
1049311;TR;t;8;0.954;0.95;0
1049311;TR;t;9;0.996;1;0
1049311;TR;t;REVIEW 3;0.903;1;0
1049280;TR;t;7;0.954;0.947;0
1049279;PL;t;2;0.82;1;0
1049279;PL;t;3;0.923;1;0
1049279;PL;t;REVIEW 1;1;1;0
1049279;PL;t;4;1;1;0
1049279;PL;t;5;0.952;0.957;0
1049279;PL;t;6;0.957;1;0
1049279;PL;t;REVIEW 2;0.964;1;0
1049279;PL;t;8;0.892;0.95;0
1049279;PL;t;9;0.953;1;0
1049276;TR;t;1;0.986;1;0
1049276;TR;t;2;1;1;0
1049276;TR;t;3;1;0.957;0
1049276;TR;t;REVIEW 1;0.994;1;0
1049276;TR;t;4;0.965;1;0
1049276;TR;t;5;0.951;0.913;0
1049276;TR;t;REVIEW 2;0.967;1;0
1049276;TR;t;7;0.974;1;0
1049276;TR;t;8;0.967;0.9;0
1049276;TR;t;9;0.95;0.952;0
1049276;TR;t;REVIEW 3;0.958;1;0
1049276;TR;t;VIDEO PODCASTS;0.734;0.738;0
1049263;TR;t;1;0.849;1;0
1049263;TR;t;2;0.968;1;0
1049263;TR;t;3;0.952;1;0
1049263;TR;t;REVIEW 1;0.971;1;0
1049263;TR;t;4;0.959;1;0
1049263;TR;t;5;0.967;0.957;0
1049263;TR;t;6;0.904;1;0
1049263;TR;t;REVIEW 2;0.973;1;0
1049263;TR;t;7;0.971;1;0
1049263;TR;t;8;0.866;0.95;0
1049263;TR;t;REVIEW 3;0.795;1;0
1049255;TR;t;1;0.827;1;0
1049255;TR;t;3;0.904;0.826;0
1049255;TR;t;REVIEW 1;0.987;0.846;0
1049255;TR;t;REVIEW 2;0.964;1;0
1049251;TR;t;3;0.892;1;0
1049245;TR;t;1;0.868;1;0
1049245;TR;t;7;0.807;1;0
1049245;TR;t;8;0.786;0.95;0
1049240;TR;t;1;0.897;1;0
1049240;TR;t;2;0.988;1;0
1049240;TR;t;3;0.927;1;0
1049240;TR;t;REVIEW 1;0.9;1;0
1049240;TR;t;4;0.922;1;0
1049240;TR;t;5;0.98;0.957;0
1049240;TR;t;6;0.877;1;0
1049240;TR;t;7;0.929;1;0
1049240;TR;t;8;0.926;0.95;0
1049240;TR;t;9;0.974;1;0
1049240;TR;t;REVIEW 3;0.958;1;0
1049240;TR;t;VIDEO PODCASTS;0.895;0.75;0
1049228;TR;t;6;0.848;1;0
1049228;TR;t;7;0.894;1;0
1049228;TR;t;8;0.858;0.95;0
1049227;TR;t;1;0.899;1;0
1049227;TR;t;2;0.941;1;0
1049227;TR;t;3;0.953;1;0
1049227;TR;t;REVIEW 1;0.975;1;0
1049227;TR;t;4;0.952;1;0
1049227;TR;t;REVIEW 2;0.987;1;0
1049227;TR;t;7;0.999;1;0
1049227;TR;t;8;0.991;0.95;0
1049227;TR;t;9;0.99;1;0
1049227;TR;t;REVIEW 3;0.987;1;0
1049227;TR;t;VIDEO PODCASTS;0.986;0.75;0
1049210;TR;t;2;0.937;1;0
1049210;TR;t;REVIEW 1;0.96;1;0
1049210;TR;t;4;0.954;1;0
1049210;TR;t;5;0.961;0.957;0
1049210;TR;t;REVIEW 2;1;1;0
1049210;TR;t;7;0.975;1;0
1049210;TR;t;8;0.817;0.95;0
1049210;TR;t;9;0.961;1;0
1049210;TR;t;REVIEW 3;0.974;1;0
1049204;TR;t;REVIEW 1;0.989;1;0
1049204;TR;t;4;0.945;1;0
1049204;TR;t;6;0.878;0.952;0
1049204;TR;t;REVIEW 2;0.914;1;0
1049204;TR;t;7;0.951;1;0
1049204;TR;t;8;0.872;0.9;0
1049204;TR;t;REVIEW 3;0.952;1;0
1049188;TR;t;4;0.827;1;0
1049188;TR;t;6;0.808;1;0
1049188;TR;t;9;0.818;1;0
1049188;TR;t;VIDEO PODCASTS;0.714;0.025;0
1049187;TR;t;1;0.807;1;0
1049187;TR;t;2;0.739;1;0
1049187;TR;t;3;0.702;1;0
1049187;TR;t;REVIEW 1;0.839;1;0
1049187;TR;t;4;0.717;1;0
1049187;TR;t;5;0.976;0.957;0
1049187;TR;t;6;0.906;1;0
1049187;TR;t;REVIEW 2;0.973;1;0
1049187;TR;t;7;0.946;1;0
1049187;TR;t;8;0.825;0.95;0
1049187;TR;t;9;0.894;1;0
1049187;TR;t;REVIEW 3;0.946;1;0
1049187;TR;t;VIDEO PODCASTS;0.821;0.75;0
1049176;TR;t;1;0.801;1;0
1049176;TR;t;2;0.957;1;0
1049176;TR;t;REVIEW 1;0.956;1;0
1049176;TR;t;5;0.873;0.957;0
1049176;TR;t;6;0.913;1;0
1049176;TR;t;REVIEW 2;0.902;1;0
1049176;TR;t;8;0.829;0.95;0
1049176;TR;t;9;0.97;1;0
1049176;TR;t;REVIEW 3;0.878;1;0
1049170;ES;f;3;0.796;0.957;0
1049170;ES;f;REVIEW 1;0.726;1;0
1049170;ES;f;5;0.333;0.13;0
1049160;ES;t;1;0.815;1;0
1049160;ES;t;2;0.927;1;0
1049160;ES;t;REVIEW 1;0.909;1;0
1049160;ES;t;4;0.864;1;0
1049160;ES;t;5;0.935;0.957;0
1049160;ES;t;6;0.941;1;0
1049160;ES;t;REVIEW 2;0.959;1;0
1049139;TR;t;REVIEW 1;0.973;1;0
1049139;TR;t;6;0.894;1;0
1049135;TR;t;1;0.843;1;0
1049135;TR;t;2;0.954;1;0
1049135;TR;t;3;0.803;1;0
1049135;TR;t;REVIEW 1;0.824;0.923;0
1049135;TR;t;4;0.868;1;0
1049132;TR;t;1;0.889;1;0
1049132;TR;t;2;0.946;1;0
1049132;TR;t;3;0.916;1;0
1049132;TR;t;4;0.705;1;0
1049132;TR;t;5;0.963;0.957;0
1049132;TR;t;6;0.913;1;0
1049132;TR;t;REVIEW 2;0.964;1;0
1049132;TR;t;7;0.884;1;0
1049132;TR;t;8;0.799;0.95;0
1049132;TR;t;9;0.956;1;0
1049132;TR;t;REVIEW 3;0.925;1;0
1049132;TR;t;VIDEO PODCASTS;0.762;0.75;0
1049129;TR;t;2;0.985;1;0
1049129;TR;t;4;0.834;1;0
1049129;TR;t;5;0.934;0.957;0
1049129;TR;t;REVIEW 2;0.986;1;0
1049129;TR;t;8;0.98;0.95;0
1049129;TR;t;9;0.93;1;0
1049124;TR;t;1;0.874;1;0
1049124;TR;t;REVIEW 1;0.97;1;0
1049118;TR;t;1;0.57;1;0
1049118;TR;t;2;0.987;1;0
1049118;TR;t;3;0.82;1;0
1049118;TR;t;REVIEW 1;0.965;1;0
1049117;TR;t;3;0.9;1;0
1049117;TR;t;REVIEW 1;0.968;1;0
1049117;TR;t;4;0.803;1;0
1049117;TR;t;5;0.778;0.957;0
1049117;TR;t;6;0.869;1;0
1049117;TR;t;7;0.907;1;0
1049117;TR;t;8;0.913;0.9;0
1049117;TR;t;9;0.845;1;0
1049107;TR;t;1;1;1;0
1049107;TR;t;2;1;1;0
1049107;TR;t;3;0.981;1;0
1049107;TR;t;REVIEW 1;1;1;0
1049107;TR;t;4;0.978;1;0
1049107;TR;t;5;1;0.957;0
1049107;TR;t;6;0.985;1;0
1049107;TR;t;REVIEW 2;0.971;1;0
1049107;TR;t;8;1;0.95;0
1049107;TR;t;9;0.997;1;0
1049095;IT;t;1;0.808;0.95;0
1049095;IT;t;REVIEW 1;0.906;1;0
1049095;IT;t;4;0.837;1;0
1049095;IT;t;5;0.955;0.957;0
1049095;IT;t;6;0.957;1;0
1049095;IT;t;REVIEW 2;0.954;1;0
1049095;IT;t;7;0.971;1;0
1049095;IT;t;8;0.96;0.95;0
1049095;IT;t;9;0.893;0.381;0
1049053;TR;t;4;0.862;1;0
1049034;TR;t;1;0.865;1;0
1049034;TR;t;3;0.969;1;0
1049034;TR;t;REVIEW 1;0.986;1;0
1049034;TR;t;8;0.816;0.55;0
1049027;TR;t;1;0.888;1;0
1049027;TR;t;2;0.825;1;0
1049027;TR;t;3;0.764;1;0
1049027;TR;t;5;0.789;0.957;0
1049027;TR;t;REVIEW 2;0.803;1;0
1049027;TR;t;7;0.687;1;0
1049027;TR;t;8;0.613;0.95;0
1049027;TR;t;REVIEW 3;0.899;1;0
1049024;TR;t;REVIEW 1;0.811;1;0
1049024;TR;t;4;0.865;1;0
1049024;TR;t;6;0.81;1;0
1049024;TR;t;REVIEW 2;0.951;1;0
1049024;TR;t;7;0.942;1;0
1049024;TR;t;8;0.827;0.95;0
1049024;TR;t;9;0.991;1;0
1049024;TR;t;REVIEW 3;0.969;1;0
1049016;ES;t;1;0.928;1;0
1049016;ES;t;2;0.797;1;0
1049016;ES;t;3;0.918;1;0
1049016;ES;t;REVIEW 1;0.928;1;0
1049016;ES;t;4;0.911;0.952;0
1049016;ES;t;5;0.985;0.957;0
1049016;ES;t;6;0.968;1;0
1049016;ES;t;REVIEW 2;0.979;1;0
1049016;ES;t;VIDEO PODCASTS;0.91;0.175;0
1049014;TR;t;1;0.871;1;0
1049014;TR;t;3;0.437;1;0
1049014;TR;t;REVIEW 1;0.552;1;0
1049014;TR;t;4;0.4;1;0
1049014;TR;t;5;0.538;0.957;0
1049014;TR;t;6;0.287;1;0
1049014;TR;t;9;0.999;0.762;0
1049013;TR;t;1;0.913;1;0
1049013;TR;t;2;0.973;1;0
1049013;TR;t;3;0.946;1;0
1049013;TR;t;REVIEW 1;0.974;1;0
1049013;TR;t;4;0.947;1;0
1049013;TR;t;5;0.9;0.957;0
1049013;TR;t;6;0.954;1;0
1049013;TR;t;REVIEW 2;0.95;1;0
1049013;TR;t;7;0.963;1;0
1049013;TR;t;8;0.898;0.95;0
1049013;TR;t;9;0.939;1;0
1049013;TR;t;REVIEW 3;0.952;1;0
1049008;TR;t;1;0.921;1;0
1049008;TR;t;2;0.979;1;0
1049008;TR;t;3;0.955;1;0
1049008;TR;t;REVIEW 1;0.953;1;0
1049008;TR;t;4;0.967;1;0
1049008;TR;t;5;0.922;0.957;0
1049008;TR;t;6;0.959;1;0
1049008;TR;t;REVIEW 2;1;1;0
1049008;TR;t;7;0.999;1;0
1049008;TR;t;8;0.99;0.95;0
1048968;TR;t;1;0.796;1;0
1048968;TR;t;2;0.964;1;0
1048968;TR;t;3;0.931;1;0
1048968;TR;t;REVIEW 1;0.952;1;0
1048968;TR;t;6;0.936;1;0
1048968;TR;t;7;0.89;1;0
1048966;TR;t;REVIEW 1;0.794;1;0
1048966;TR;t;5;0.844;0.957;0
1048966;TR;t;9;0.61;1;0
1048966;TR;t;VIDEO PODCASTS;0.824;0.75;0
1048964;TR;t;REVIEW 2;0.783;1;0
1048938;TR;t;1;0.789;1;0
1048938;TR;t;REVIEW 1;0.897;1;0
1048938;TR;t;5;0.332;0.957;0
1048938;TR;t;REVIEW 2;0.151;1;0
1048938;TR;t;7;0.041;1;0
1048938;TR;t;VIDEO PODCASTS;0.875;0.038;0
1048931;ES;f;1;0.866;0.95;0
1048931;ES;f;REVIEW 1;0.818;1;0
1048931;ES;f;4;0.688;1;0
1048931;ES;f;5;0.982;0.652;0
1048931;ES;f;REVIEW 2;0.81;0.273;0
1048931;ES;f;VIDEO PODCASTS;0.506;0.038;0
1048928;TR;t;1;0.729;1;0
1048928;TR;t;3;0.905;1;0
1048928;TR;t;REVIEW 1;0.982;1;0
1048928;TR;t;4;0.825;1;0
1048928;TR;t;5;0.891;0.957;0
1048928;TR;t;6;0.898;1;0
1048925;TR;t;1;1;0.15;0
1048921;TR;t;REVIEW 2;0.487;1;0
1048918;TR;t;1;0.931;1;0
1048918;TR;t;2;0.946;1;0
1048918;TR;t;5;0.922;0.696;0
1048918;TR;t;REVIEW 2;0.974;1;0
1048918;TR;t;7;0.968;1;0
1048918;TR;t;REVIEW 3;0.992;0.923;0
1048918;TR;t;VIDEO PODCASTS;0.911;0.75;0
1048904;TR;t;2;0.789;1;0
1048904;TR;t;REVIEW 1;0.956;0.846;0
1048904;TR;t;4;0.922;1;0
1048904;TR;t;6;0.905;1;0
1048904;TR;t;7;0.891;1;0
1048904;TR;t;8;0.841;0.95;0
1048904;TR;t;9;0.965;1;0
1048904;TR;t;VIDEO PODCASTS;0.919;0.725;0
1048900;TR;t;1;0.83;1;0
1048900;TR;t;2;0.917;1;0
1048900;TR;t;REVIEW 1;0.833;1;0
1048900;TR;t;REVIEW 2;0.892;1;0
1048900;TR;t;7;0.739;1;0
1048900;TR;t;8;0.75;0.95;0
1048900;TR;t;REVIEW 3;0.962;1;0
1048873;TR;t;2;0.347;1;0
1048873;TR;t;3;0.424;1;0
1048873;TR;t;4;0.702;1;0
1048873;TR;t;5;0.769;0.957;0
1048873;TR;t;6;0.817;1;0
1048873;TR;t;REVIEW 2;1;1;0
1048873;TR;t;7;0.95;1;0
1048873;TR;t;8;0.855;0.95;0
1048873;TR;t;9;0.853;1;0
1048873;TR;t;REVIEW 3;1;1;0
1048873;TR;t;VIDEO PODCASTS;0.687;0.75;0
1048870;TR;t;1;0.516;1;0
1048870;TR;t;REVIEW 1;1;1;0
1048870;TR;t;4;0.451;1;0
1048870;TR;t;5;0.645;0.957;0
1048870;TR;t;6;0.776;1;0
1048870;TR;t;7;0.798;1;0
1048870;TR;t;8;0.852;0.95;0
1048870;TR;t;9;0.956;1;0
1048870;TR;t;REVIEW 3;0.921;1;0
1048870;TR;t;VIDEO PODCASTS;0.866;0.75;0
1048856;IT;t;4;0.696;0.333;0
1048856;IT;t;5;0.884;0.13;0
1048856;IT;t;VIDEO PODCASTS;0.429;0.025;0
1048844;TR;t;4;0.668;1;0
1048844;TR;t;6;0.853;0.905;0
1048844;TR;t;REVIEW 2;0.869;0.818;0
1048844;TR;t;7;0.862;0.895;0
1048844;TR;t;8;0.919;0.8;0
1048844;TR;t;9;0.846;0.905;0
1048844;TR;t;REVIEW 3;0.844;0.846;0
1048844;TR;t;10;0.765;0.905;0
1048777;ES;t;1;1;0.1;0
1048777;ES;t;REVIEW 1;0.722;0.846;0
1048777;ES;t;REVIEW 2;0.825;0.909;0
1048777;ES;t;8;0.713;0.35;0
1048774;PL;t;1;0.799;0.85;0
1048774;PL;t;3;0.615;0.522;0
1048774;PL;t;4;0.684;1;0
1048774;PL;t;5;0.614;0.783;0
1048774;PL;t;6;0.772;0.667;0
1048750;TR;t;2;0.934;1;0
1048750;TR;t;3;0.61;0.913;0
1048750;TR;t;REVIEW 1;0.903;1;0
1048750;TR;t;4;0.647;1;0
1048750;TR;t;5;0.58;0.957;0
1048750;TR;t;6;0.926;1;0
1048750;TR;t;REVIEW 2;0.806;1;0
1048750;TR;t;7;0.969;1;0
1048750;TR;t;8;0.947;0.95;0
1048750;TR;t;REVIEW 3;0.936;1;0
1048748;TR;t;1;0.772;0.6;0
1048745;ES;t;3;0.961;1;0
1048745;ES;t;REVIEW 1;0.867;1;0
1048745;ES;t;4;0.877;1;0
1048745;ES;t;5;0.967;0.913;0
1048745;ES;t;6;1;0.095;0
